id,user_id,created,updated,area_id,country,status,tag,deleted
230590,0,2023-01-14 15:13:32+00:00,2023-01-14 15:13:32+00:00,,DK,Active,,0
232399,0,2023-01-19 14:29:50+00:00,2023-01-19 14:29:50+00:00,,DK,Active,,0
232707,0,2023-01-20 15:05:08+00:00,2023-01-20 15:05:08+00:00,,DK,Active,,0
233246,0,2023-01-21 14:30:05+00:00,2023-01-21 14:30:05+00:00,,DK,Active,,0
234854,0,2023-01-25 16:01:39+00:00,2023-01-25 16:01:39+00:00,,DK,Active,,0
235030,0,2023-01-26 09:21:55+00:00,2023-01-26 09:21:55+00:00,,DK,Active,,0
237376,0,2023-01-31 16:14:14+00:00,2023-01-31 16:14:14+00:00,,DK,Active,,0
237634,0,2023-02-01 09:59:57+00:00,2023-02-01 09:59:57+00:00,,DK,Active,,0
241697,0,2023-02-11 15:55:34+00:00,2023-02-11 15:55:34+00:00,,DK,Active,,0
243130,0,2023-02-15 16:48:38+00:00,2023-02-15 16:48:38+00:00,,DK,Active,,0
244647,0,2023-02-19 17:01:49+00:00,2023-02-19 17:01:49+00:00,,DK,Active,,0
247207,0,2023-02-26 16:50:56+00:00,2023-02-26 16:50:56+00:00,,DK,Active,,0
252170,0,2023-03-11 15:11:42+00:00,2023-03-11 15:11:42+00:00,,DK,Active,,0
252695,0,2023-03-12 15:47:08+00:00,2023-03-12 15:47:08+00:00,,DK,Active,,0
253143,0,2023-03-13 19:30:24+00:00,2023-03-13 19:30:24+00:00,,DK,Active,,0
253414,0,2023-03-14 16:12:45+00:00,2023-03-14 16:12:45+00:00,,DK,Active,,0
253481,0,2023-03-14 19:36:52+00:00,2023-03-14 19:36:52+00:00,,DK,Active,,0
256127,0,2023-03-20 15:35:51+00:00,2023-03-20 15:35:51+00:00,,DK,Active,,0
257075,0,2023-03-22 19:25:10+00:00,2023-03-22 19:25:10+00:00,,DK,Active,,0
258471,0,2023-03-25 15:51:03+00:00,2023-03-25 15:51:03+00:00,,DK,Active,,0
262053,0,2023-04-01 15:12:51+00:00,2023-04-01 15:12:51+00:00,,DK,Active,,0
265509,0,2023-04-09 14:27:06+00:00,2023-04-09 14:27:06+00:00,,DK,Active,,0
265510,0,2023-04-09 14:53:26+00:00,2023-04-09 14:53:26+00:00,,DK,Active,,0
265513,0,2023-04-09 15:15:11+00:00,2023-04-09 15:15:11+00:00,,DK,Active,,0
266026,0,2023-04-10 13:51:13+00:00,2023-04-10 13:51:13+00:00,,DK,Active,,0
266030,0,2023-04-10 13:56:18+00:00,2023-04-10 13:56:18+00:00,,DK,Active,,0
266512,0,2023-04-11 15:23:23+00:00,2023-04-11 15:23:23+00:00,,DK,Active,,0
266978,0,2023-04-12 16:08:24+00:00,2023-04-12 16:08:24+00:00,,DK,Active,,0
268876,0,2023-04-16 14:24:25+00:00,2023-04-16 14:24:25+00:00,,DK,Active,,0
270237,0,2023-04-19 15:15:30+00:00,2023-04-19 15:15:30+00:00,,DK,Active,,0
271554,0,2023-04-22 14:28:20+00:00,2023-04-22 14:28:20+00:00,,DK,Active,,0
271973,0,2023-04-23 14:31:47+00:00,2023-04-23 14:31:47+00:00,,DK,Active,,0
271994,0,2023-04-23 14:53:06+00:00,2023-04-23 14:53:06+00:00,,DK,Active,,0
277494,0,2023-05-03 20:42:25+00:00,2023-05-03 20:42:25+00:00,,DK,Active,home,0
280582,0,2023-05-10 10:24:52+00:00,2023-05-10 10:24:52+00:00,,DK,Active,,0
287086,0,2023-05-24 08:20:41+00:00,2023-05-24 08:20:41+00:00,,DK,Active,,0
287193,0,2023-05-24 10:20:50+00:00,2023-05-24 10:20:50+00:00,,DK,Active,,0
287264,0,2023-05-24 10:58:33+00:00,2023-05-24 10:58:33+00:00,,DK,Active,,0
287322,0,2023-05-24 11:47:22+00:00,2023-05-24 11:47:22+00:00,,DK,Active,,0
287348,0,2023-05-24 12:38:05+00:00,2023-05-24 12:38:05+00:00,,DK,Active,,0
287589,0,2023-05-24 17:13:06+00:00,2023-05-24 17:13:06+00:00,,DK,Active,,0
287641,0,2023-05-24 21:03:34+00:00,2023-05-24 21:03:34+00:00,,DK,Active,,0
287923,0,2023-05-25 10:58:50+00:00,2023-05-25 10:58:50+00:00,,DK,Active,,0
287975,0,2023-05-25 11:27:28+00:00,2023-05-25 11:27:28+00:00,,DK,Active,,0
288015,0,2023-05-25 12:11:30+00:00,2023-05-25 12:11:30+00:00,,DK,Active,,0
288017,0,2023-05-25 12:16:06+00:00,2023-05-25 12:16:06+00:00,,DK,Active,,0
288427,0,2023-05-26 09:26:59+00:00,2023-05-26 09:26:59+00:00,,DK,Active,,0
288823,0,2023-05-26 15:21:11+00:00,2023-05-26 15:21:11+00:00,,DK,Active,,0
290716,0,2023-05-29 16:07:37+00:00,2023-05-29 16:07:37+00:00,,DK,Active,,0
292183,0,2023-05-31 15:15:33+00:00,2023-05-31 15:15:33+00:00,,DK,Active,,0
292877,0,2023-06-01 13:48:56+00:00,2023-06-01 13:48:56+00:00,,DK,Active,,0
295544,0,2023-06-04 15:50:15+00:00,2023-06-04 15:50:15+00:00,,DK,Active,,0
296756,0,2023-06-06 13:28:15+00:00,2023-06-06 13:28:15+00:00,,DK,Active,,0
298682,0,2023-06-09 11:13:31+00:00,2023-06-09 11:13:31+00:00,,DK,Active,,0
298797,0,2023-06-09 13:44:10+00:00,2023-06-09 13:44:10+00:00,,DK,Active,,0
300525,0,2023-06-12 13:03:01+00:00,2023-06-12 13:03:01+00:00,,DK,Active,,0
301082,0,2023-06-13 14:11:57+00:00,2023-06-13 14:11:57+00:00,,DK,Active,,0
308578,0,2023-06-26 13:46:48+00:00,2023-06-26 13:46:48+00:00,,DK,Active,,0
308768,0,2023-06-26 17:36:26+00:00,2023-06-26 17:36:26+00:00,,DK,Active,,0
309508,0,2023-06-28 13:23:52+00:00,2023-06-28 13:23:52+00:00,,DK,Active,,0
312686,0,2023-07-04 13:06:41+00:00,2023-07-04 13:06:41+00:00,,DK,Active,,0
313155,0,2023-07-05 13:43:29+00:00,2023-07-05 13:43:29+00:00,,DK,Active,,0
313519,0,2023-07-06 10:34:07+00:00,2023-07-06 10:34:07+00:00,,DK,Active,,0
313524,0,2023-07-06 10:40:25+00:00,2023-07-06 10:40:25+00:00,,DK,Active,,0
313532,0,2023-07-06 10:50:42+00:00,2023-07-06 10:50:42+00:00,,DK,Active,,0
313533,0,2023-07-06 10:56:46+00:00,2023-07-06 10:56:46+00:00,,DK,Active,,0
313558,0,2023-07-06 11:31:40+00:00,2023-07-06 11:31:40+00:00,,DK,Active,,0
313562,0,2023-07-06 11:36:01+00:00,2023-07-06 11:36:01+00:00,,DK,Active,home,0
313563,0,2023-07-06 11:36:55+00:00,2023-07-06 11:36:55+00:00,,DK,Active,home,0
313613,0,2023-07-06 13:46:43+00:00,2023-07-06 13:46:43+00:00,,DK,Active,home,0
313626,0,2023-07-06 13:54:16+00:00,2023-07-06 13:54:16+00:00,,DK,Active,home,0
313631,0,2023-07-06 14:03:09+00:00,2023-07-06 14:03:09+00:00,,DK,Active,home,0
313705,0,2023-07-06 15:43:34+00:00,2023-07-06 15:43:34+00:00,,DK,Active,home,0
313712,0,2023-07-06 15:47:35+00:00,2023-07-06 15:47:35+00:00,,DK,Active,home,0
313720,0,2023-07-06 15:53:13+00:00,2023-07-06 15:53:13+00:00,,DK,Active,home,0
313765,0,2023-07-06 16:16:14+00:00,2023-07-06 16:16:14+00:00,,DK,Active,home,0
313771,0,2023-07-06 16:20:08+00:00,2023-07-06 16:20:08+00:00,,DK,Active,home,0
313780,0,2023-07-06 16:23:26+00:00,2023-07-06 16:23:26+00:00,,DK,Active,home,0
313834,0,2023-07-06 17:12:17+00:00,2023-07-06 17:12:17+00:00,,DK,Active,home,0
313847,0,2023-07-06 17:34:06+00:00,2023-07-06 17:34:06+00:00,,DK,Active,home,0
313855,0,2023-07-06 17:46:08+00:00,2023-07-06 17:46:08+00:00,,DK,Active,home,0
315501,0,2023-07-10 07:40:26+00:00,2023-07-10 07:40:26+00:00,,DK,Active,,0
317283,0,2023-07-13 14:59:05+00:00,2023-07-13 14:59:05+00:00,,DK,Active,,0
317481,0,2023-07-13 18:16:13+00:00,2023-07-13 18:16:13+00:00,,DK,Active,,0
317780,0,2023-07-14 14:30:18+00:00,2023-07-14 14:30:18+00:00,,DK,Active,,0
317824,0,2023-07-14 15:23:34+00:00,2023-07-14 15:23:34+00:00,,DK,Active,,0
318056,0,2023-07-14 16:57:43+00:00,2023-07-14 16:57:43+00:00,,DK,Active,,0
319211,0,2023-07-17 14:45:44+00:00,2023-07-17 14:45:44+00:00,,DK,Active,,0
320057,0,2023-07-19 11:53:41+00:00,2023-07-19 11:53:41+00:00,,DK,Active,,0
320760,0,2023-07-20 12:11:34+00:00,2023-07-20 12:11:34+00:00,,DK,Active,,0
321556,0,2023-07-21 17:00:23+00:00,2023-07-21 17:00:23+00:00,,DK,Active,,0
323831,0,2023-07-26 12:33:18+00:00,2023-07-26 12:33:18+00:00,,DK,Active,,0
324351,0,2023-07-27 13:26:26+00:00,2023-07-27 13:26:26+00:00,,DK,Active,,0
325385,0,2023-07-29 13:23:55+00:00,2023-07-29 13:23:55+00:00,,DK,Active,,0
326019,0,2023-07-30 21:18:11+00:00,2023-07-30 21:18:11+00:00,,DK,Active,,0
326021,0,2023-07-31 05:27:39+00:00,2023-07-31 05:27:39+00:00,,DK,Active,,0
326022,0,2023-07-31 05:41:12+00:00,2023-07-31 05:41:12+00:00,,DK,Active,,0
326357,0,2023-07-31 14:46:30+00:00,2023-07-31 14:46:30+00:00,,DK,Active,,0
326505,0,2023-07-31 16:40:12+00:00,2023-07-31 16:40:12+00:00,,DK,Active,,0
326514,0,2023-07-31 16:42:24+00:00,2023-07-31 16:42:24+00:00,,DK,Active,,0
326786,0,2023-08-01 10:48:36+00:00,2023-08-01 10:48:36+00:00,,DK,Active,,0
326945,0,2023-08-01 15:12:43+00:00,2023-08-01 15:12:43+00:00,,DK,Active,,0
327188,0,2023-08-01 18:40:39+00:00,2023-08-01 18:40:39+00:00,,DK,Active,,0
327209,0,2023-08-01 20:22:15+00:00,2023-08-01 20:22:15+00:00,,DK,Active,,0
327510,0,2023-08-02 14:36:37+00:00,2023-08-02 14:36:37+00:00,,DK,Active,,0
327693,0,2023-08-03 07:47:02+00:00,2023-08-03 07:47:02+00:00,,DK,Active,,0
327851,0,2023-08-03 11:21:54+00:00,2023-08-03 11:21:54+00:00,,DK,Active,,0
328132,0,2023-08-03 17:44:29+00:00,2023-08-03 17:44:29+00:00,,DK,Active,,0
328410,0,2023-08-04 15:11:36+00:00,2023-08-04 15:11:36+00:00,,DK,Active,,0
329041,417,2023-08-05 13:49:13+00:00,2023-08-05 13:49:13+00:00,,DK,Active,,0
329171,0,2023-08-05 16:41:10+00:00,2023-08-05 16:41:10+00:00,,DK,Active,,0
329208,0,2023-08-05 17:24:21+00:00,2023-08-05 17:24:21+00:00,,DK,Active,,0
329382,0,2023-08-06 08:56:41+00:00,2023-08-06 08:56:41+00:00,,DK,Active,,0
329474,0,2023-08-06 17:14:28+00:00,2023-08-06 17:14:28+00:00,,DK,Active,,0
329699,0,2023-08-07 12:07:22+00:00,2023-08-07 12:07:22+00:00,,DK,Active,,0
329704,0,2023-08-07 12:12:33+00:00,2023-08-07 12:12:33+00:00,,DK,Active,,0
329836,0,2023-08-07 16:20:58+00:00,2023-08-07 16:20:58+00:00,,DK,Active,,0
329960,0,2023-08-08 06:22:36+00:00,2023-08-08 06:22:36+00:00,,DK,Active,,0
330269,0,2023-08-08 14:31:51+00:00,2023-08-08 14:31:51+00:00,,DK,Active,,0
330654,0,2023-08-09 12:28:33+00:00,2023-08-09 12:28:33+00:00,,DK,Active,,0
331215,0,2023-08-10 17:18:43+00:00,2023-08-10 17:18:43+00:00,,DK,Active,,0
331573,0,2023-08-11 15:41:56+00:00,2023-08-11 15:41:56+00:00,,DK,Active,,0
332236,0,2023-08-12 15:37:25+00:00,2023-08-12 15:37:25+00:00,,DK,Active,,0
332254,0,2023-08-12 15:52:03+00:00,2023-08-12 15:52:03+00:00,,DK,Active,,0
332420,0,2023-08-13 10:18:39+00:00,2023-08-13 10:18:39+00:00,,DK,Active,,0
332504,0,2023-08-13 17:23:24+00:00,2023-08-13 17:23:24+00:00,,DK,Active,,0
333263,0,2023-08-15 14:09:40+00:00,2023-08-15 14:09:40+00:00,,DK,Active,,0
333428,0,2023-08-15 17:13:08+00:00,2023-08-15 17:13:08+00:00,,DK,Active,,0
333926,0,2023-08-16 16:07:21+00:00,2023-08-16 16:07:21+00:00,,DK,Active,,0
334457,0,2023-08-17 14:40:36+00:00,2023-08-17 14:40:36+00:00,,DK,Active,,0
334583,0,2023-08-17 16:06:22+00:00,2023-08-17 16:06:22+00:00,,DK,Active,,0
334621,0,2023-08-17 16:34:09+00:00,2023-08-17 16:34:09+00:00,,DK,Active,,0
335550,0,2023-08-18 15:40:31+00:00,2023-08-18 15:40:31+00:00,,DK,Active,,0
335610,0,2023-08-18 16:40:49+00:00,2023-08-18 16:40:49+00:00,,DK,Active,,0
335702,0,2023-08-18 19:10:48+00:00,2023-08-18 19:10:48+00:00,,DK,Active,,0
336276,0,2023-08-19 12:09:56+00:00,2023-08-19 12:09:56+00:00,,DK,Active,,0
338032,0,2023-08-21 13:52:12+00:00,2023-08-21 13:52:12+00:00,,DK,Active,,0
338076,0,2023-08-21 14:52:21+00:00,2023-08-21 14:52:21+00:00,,DK,Active,,0
338272,0,2023-08-21 21:17:39+00:00,2023-08-21 21:17:39+00:00,,DK,Active,,0
338273,0,2023-08-21 21:17:58+00:00,2023-08-21 21:17:58+00:00,,DK,Active,,0
339174,0,2023-08-22 19:03:40+00:00,2023-08-22 19:03:40+00:00,,DK,Active,,0
342129,0,2023-08-25 14:17:39+00:00,2023-08-25 14:17:39+00:00,,DK,Active,,0
342228,0,2023-08-25 15:02:37+00:00,2023-08-25 15:02:37+00:00,,DK,Active,,0
342261,0,2023-08-25 15:16:25+00:00,2023-08-25 15:16:25+00:00,,DK,Active,,0
342572,0,2023-08-25 17:42:19+00:00,2023-08-25 17:42:19+00:00,,DK,Active,,0
343299,0,2023-08-26 15:02:13+00:00,2023-08-26 15:02:13+00:00,,DK,Active,,0
343348,0,2023-08-26 15:25:46+00:00,2023-08-26 15:25:46+00:00,,DK,Active,,0
343356,0,2023-08-26 15:28:43+00:00,2023-08-26 15:28:43+00:00,,DK,Active,,0
343380,0,2023-08-26 15:50:15+00:00,2023-08-26 15:50:15+00:00,,DK,Active,,0
343387,0,2023-08-26 15:52:08+00:00,2023-08-26 15:52:08+00:00,,DK,Active,,0
343396,0,2023-08-26 15:54:39+00:00,2023-08-26 15:54:39+00:00,,DK,Active,,0
343497,0,2023-08-26 17:05:53+00:00,2023-08-26 17:05:53+00:00,,DK,Active,,0
343508,0,2023-08-26 17:17:38+00:00,2023-08-26 17:17:38+00:00,,DK,Active,,0
343607,0,2023-08-26 20:55:16+00:00,2023-08-26 20:55:16+00:00,,DK,Active,,0
343853,0,2023-08-26 21:21:59+00:00,2023-08-26 21:21:59+00:00,,DK,Active,,0
343854,0,2023-08-26 21:22:46+00:00,2023-08-26 21:22:46+00:00,,DK,Active,,0
345340,0,2023-08-28 14:09:17+00:00,2023-08-28 14:09:17+00:00,,DK,Active,,0
346897,0,2023-08-30 12:20:38+00:00,2023-08-30 12:20:38+00:00,,DK,Active,,0
348408,0,2023-08-31 19:36:45+00:00,2023-08-31 19:36:45+00:00,,DK,Active,,0
348469,0,2023-09-01 05:46:39+00:00,2023-09-01 05:46:39+00:00,,DK,Active,,0
348846,0,2023-09-01 11:08:25+00:00,2023-09-01 11:08:25+00:00,,DK,Active,,0
348847,0,2023-09-01 11:11:14+00:00,2023-09-01 11:11:14+00:00,,DK,Active,,0
350601,0,2023-09-02 10:43:41+00:00,2023-09-02 10:43:41+00:00,,DK,Active,,0
350640,0,2023-09-02 11:02:40+00:00,2023-09-02 11:02:40+00:00,,DK,Active,,0
351209,0,2023-09-02 16:33:51+00:00,2023-09-02 16:33:51+00:00,,DK,Active,Home,0
351433,0,2023-09-02 19:50:30+00:00,2023-09-02 19:50:30+00:00,,DK,Active,,0
352077,0,2023-09-03 14:59:00+00:00,2023-09-03 14:59:00+00:00,,DK,Active,,0
352104,0,2023-09-03 15:21:15+00:00,2023-09-03 15:21:15+00:00,,DK,Active,,0
352118,0,2023-09-03 15:29:26+00:00,2023-09-03 15:29:26+00:00,,DK,Active,Home,0
352245,0,2023-09-03 16:34:15+00:00,2023-09-03 16:34:15+00:00,,DK,Active,,0
352309,0,2023-09-03 17:36:25+00:00,2023-09-03 17:36:25+00:00,,DK,Active,,0
352323,0,2023-09-03 17:46:37+00:00,2023-09-03 17:46:37+00:00,,DK,Active,,0
352324,0,2023-09-03 17:48:40+00:00,2023-09-03 17:48:40+00:00,,DK,Active,,0
352325,0,2023-09-03 17:49:55+00:00,2023-09-03 17:49:55+00:00,,DK,Active,,0
352345,0,2023-09-03 17:56:40+00:00,2023-09-03 17:56:40+00:00,,DK,Active,,0
353471,0,2023-09-04 17:06:48+00:00,2023-09-04 17:06:48+00:00,,DK,Active,,0
353940,0,2023-09-05 07:33:09+00:00,2023-09-05 07:33:09+00:00,,DK,Active,,0
353979,0,2023-09-05 08:08:27+00:00,2023-09-05 08:08:27+00:00,,DK,Active,,0
354034,0,2023-09-05 08:33:09+00:00,2023-09-05 08:33:09+00:00,,DK,Active,,0
354044,0,2023-09-05 08:35:51+00:00,2023-09-05 08:35:51+00:00,,DK,Active,,0
354211,0,2023-09-05 09:25:48+00:00,2023-09-05 09:25:48+00:00,,DK,Active,,0
354212,0,2023-09-05 09:25:54+00:00,2023-09-05 09:25:54+00:00,,DK,Active,,0
354492,0,2023-09-05 10:45:10+00:00,2023-09-05 10:45:10+00:00,,DK,Active,,0
354711,0,2023-09-05 14:11:51+00:00,2023-09-05 14:11:51+00:00,,DK,Active,,0
355144,0,2023-09-06 07:34:49+00:00,2023-09-06 07:34:49+00:00,,DK,Active,,0
355365,0,2023-09-06 12:37:19+00:00,2023-09-06 12:37:19+00:00,,DK,Active,,0
355543,0,2023-09-06 14:50:05+00:00,2023-09-06 14:50:05+00:00,,DK,Active,Home,0
355574,0,2023-09-06 15:13:09+00:00,2023-09-06 15:13:09+00:00,,DK,Active,,0
355799,0,2023-09-06 18:50:51+00:00,2023-09-06 18:50:51+00:00,,DK,Active,,0
355803,0,2023-09-06 19:08:42+00:00,2023-09-06 19:08:42+00:00,,DK,Active,,0
355987,0,2023-09-07 08:09:19+00:00,2023-09-07 08:09:19+00:00,,DK,Active,,0
356297,0,2023-09-07 13:36:25+00:00,2023-09-07 13:36:25+00:00,,DK,Active,,0
356342,0,2023-09-07 15:02:09+00:00,2023-09-07 15:02:09+00:00,,DK,Active,Home,0
356560,0,2023-09-07 17:06:27+00:00,2023-09-07 17:06:27+00:00,,DK,Active,,0
356907,0,2023-09-08 07:47:02+00:00,2023-09-08 07:47:02+00:00,,DK,Active,,0
357546,0,2023-09-08 16:55:05+00:00,2023-09-08 16:55:05+00:00,,DK,Active,Home,0
357554,0,2023-09-08 16:55:27+00:00,2023-09-08 16:55:27+00:00,,DK,Active,Home,0
358035,0,2023-09-09 10:02:32+00:00,2023-09-09 10:02:32+00:00,,DK,Active,Home,0
358597,0,2023-09-09 16:40:22+00:00,2023-09-09 16:40:22+00:00,,DK,Active,Home,0
359654,0,2023-09-10 09:24:07+00:00,2023-09-10 09:24:07+00:00,,DK,Active,,0
360121,0,2023-09-10 15:29:53+00:00,2023-09-10 15:29:53+00:00,,DK,Active,,0
360292,0,2023-09-10 17:19:16+00:00,2023-09-10 17:19:16+00:00,,DK,Active,,0
360501,0,2023-09-11 07:42:00+00:00,2023-09-11 07:42:00+00:00,,DK,Active,,0
360687,0,2023-09-11 09:49:26+00:00,2023-09-11 09:49:26+00:00,,DK,Active,,0
360747,0,2023-09-11 10:27:28+00:00,2023-09-11 10:27:28+00:00,,DK,Active,,0
360817,0,2023-09-11 11:53:27+00:00,2023-09-11 11:53:27+00:00,,DK,Active,,0
361040,0,2023-09-11 16:03:05+00:00,2023-09-11 16:03:05+00:00,,DK,Active,,0
361042,0,2023-09-11 16:03:27+00:00,2023-09-11 16:03:27+00:00,,DK,Active,,0
361486,0,2023-09-12 08:43:41+00:00,2023-09-12 08:43:41+00:00,,DK,Active,,0
361585,0,2023-09-12 09:48:55+00:00,2023-09-12 09:48:55+00:00,,DK,Active,,0
361599,0,2023-09-12 09:52:17+00:00,2023-09-12 09:52:17+00:00,,DK,Active,,0
361695,0,2023-09-12 10:31:46+00:00,2023-09-12 10:31:46+00:00,,DK,Active,,0
361824,0,2023-09-12 12:45:55+00:00,2023-09-12 12:45:55+00:00,,DK,Active,,0
361860,0,2023-09-12 13:32:37+00:00,2023-09-12 13:32:37+00:00,,DK,Active,,0
361961,0,2023-09-12 14:52:23+00:00,2023-09-12 14:52:23+00:00,,DK,Active,,0
362099,0,2023-09-12 16:13:19+00:00,2023-09-12 16:13:19+00:00,,DK,Active,,0
362132,0,2023-09-12 16:28:14+00:00,2023-09-12 16:28:14+00:00,,DK,Active,,0
362669,0,2023-09-13 11:30:50+00:00,2023-09-13 11:30:50+00:00,,DK,Active,,0
362670,0,2023-09-13 11:31:48+00:00,2023-09-13 11:31:48+00:00,,DK,Active,,0
362722,0,2023-09-13 12:26:39+00:00,2023-09-13 12:26:39+00:00,,DK,Active,,0
362813,0,2023-09-13 13:54:46+00:00,2023-09-13 13:54:46+00:00,,DK,Active,,0
363012,0,2023-09-13 16:57:13+00:00,2023-09-13 16:57:13+00:00,,DK,Active,,0
363353,0,2023-09-14 07:46:15+00:00,2023-09-14 07:46:15+00:00,,DK,Active,,0
363505,0,2023-09-14 09:16:47+00:00,2023-09-14 09:16:47+00:00,,DK,Active,,0
363837,0,2023-09-14 14:10:29+00:00,2023-09-14 14:10:29+00:00,,DK,Active,,0
364073,0,2023-09-14 16:34:46+00:00,2023-09-14 16:34:46+00:00,,DK,Active,,0
364133,0,2023-09-14 17:12:42+00:00,2023-09-14 17:12:42+00:00,,DK,Active,,0
364590,0,2023-09-15 10:04:52+00:00,2023-09-15 10:04:52+00:00,,DK,Active,,0
364917,0,2023-09-15 14:00:31+00:00,2023-09-15 14:00:31+00:00,,DK,Active,,0
365995,0,2023-09-16 12:39:41+00:00,2023-09-16 12:39:41+00:00,,DK,Active,,0
366091,0,2023-09-16 14:16:15+00:00,2023-09-16 14:16:15+00:00,,DK,Active,Home,0
366437,0,2023-09-16 17:46:45+00:00,2023-09-16 17:46:45+00:00,,DK,Active,Home,0
367123,0,2023-09-17 10:38:05+00:00,2023-09-17 10:38:05+00:00,,DK,Active,,0
367124,0,2023-09-17 10:38:08+00:00,2023-09-17 10:38:08+00:00,,DK,Active,,0
367132,0,2023-09-17 10:41:08+00:00,2023-09-17 10:41:08+00:00,,DK,Active,,0
367240,0,2023-09-17 11:44:11+00:00,2023-09-17 11:44:11+00:00,,DK,Active,,0
368118,0,2023-09-18 08:20:21+00:00,2023-09-18 08:20:21+00:00,,DK,Active,,0
368403,0,2023-09-18 12:20:26+00:00,2023-09-18 12:20:26+00:00,,DK,Active,,0
368653,0,2023-09-18 14:47:12+00:00,2023-09-18 14:47:12+00:00,,DK,Active,,0
368755,0,2023-09-18 16:44:38+00:00,2023-09-18 16:44:38+00:00,,DK,Active,,0
369043,0,2023-09-19 08:17:38+00:00,2023-09-19 08:17:38+00:00,,DK,Active,,0
369353,0,2023-09-19 12:55:15+00:00,2023-09-19 12:55:15+00:00,,DK,Active,,0
369396,0,2023-09-19 13:17:57+00:00,2023-09-19 13:17:57+00:00,,DK,Active,,0
369431,0,2023-09-19 14:04:30+00:00,2023-09-19 14:04:30+00:00,,DK,Active,,0
369672,0,2023-09-19 15:44:17+00:00,2023-09-19 15:44:17+00:00,,DK,Active,,0
369748,0,2023-09-19 17:11:53+00:00,2023-09-19 17:11:53+00:00,,DK,Active,,0
370023,0,2023-09-20 07:22:45+00:00,2023-09-20 07:22:45+00:00,,DK,Active,,0
370397,0,2023-09-20 11:11:05+00:00,2023-09-20 11:11:05+00:00,,DK,Active,home,0
370398,0,2023-09-20 11:12:43+00:00,2023-09-20 11:12:43+00:00,,DK,Active,home,0
370466,0,2023-09-20 12:11:56+00:00,2023-09-20 12:11:56+00:00,,DK,Active,home,0
370467,0,2023-09-20 12:15:14+00:00,2023-09-20 12:15:14+00:00,,DK,Active,home,0
370472,0,2023-09-20 12:16:22+00:00,2023-09-20 12:16:22+00:00,,DK,Active,home,0
370480,0,2023-09-20 12:18:46+00:00,2023-09-20 12:18:46+00:00,,DK,Active,home,0
370481,0,2023-09-20 12:20:32+00:00,2023-09-20 12:20:32+00:00,,DK,Active,home,0
370591,0,2023-09-20 12:44:10+00:00,2023-09-20 12:44:10+00:00,,DK,Active,home,0
