id,user_id,created,updated,title,age_group_ids,auto_created,item_ids,code,account_ids,delivery,eat_in,takeaway,discount,discount_type,start_date_time,end_date_time,freebie_id,monday_from,monday_to,tuesday_from,tuesday_to,wednesday_from,wednesday_to,thursday_from,thursday_to,friday_from,friday_to,saturday_from,saturday_to,sunday_from,sunday_to,gender_ids,goodie_bag_id,maximum_cltv,maximum_orders,minimum_cltv,minimum_orders,minimum_spend,parent_id,area_ids,place_id,price,provider,redemptions,redemptions_per_customer,status,table_id,tier_category_ids,type,used_redemptions,validity_hours,value,variation,visibility
73048,417,2021-10-12 16:22:01+00:00,2022-08-02 23:26:30+00:00,2 for 1 on Pizza,,0.0,72091,,72995.0,,,,,Percentage,2021-10-12 18:22:01+00:00,2021-10-22 18:22:01+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73179,417,2021-10-13 20:00:01+00:00,2022-08-02 23:26:30+00:00,2 for 1 on Pizza,,0.0,72091,,73050.0,,,,,Percentage,2021-10-13 22:00:01+00:00,2021-10-23 22:00:01+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73180,417,2021-10-13 20:00:01+00:00,2022-08-02 23:26:30+00:00,2 for 1 on Pizza,,0.0,72091,,73038.0,,,,,Percentage,2021-10-13 22:00:01+00:00,2021-10-23 22:00:01+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73199,417,2021-10-14 15:08:00+00:00,2022-08-02 23:26:30+00:00,20% discount on Hovedretter,,0.0,64280,,72552.0,,,,20.0,Percentage,2021-10-14 17:08:00+00:00,2021-10-28 17:08:00+00:00,,,,,,,,,,,,,,,,,,,,,,0.0,72972.0,,64276,,,1,1.0,Inactive,,,Discount on specific menu items,0,,,,
73201,417,2021-10-14 19:01:00+00:00,2022-08-02 23:26:30+00:00,20% discount on Hovedretter,,0.0,64280,,73163.0,,,,20.0,Percentage,2021-10-14 21:01:00+00:00,2021-10-28 21:01:00+00:00,,,,,,,,,,,,,,,,,,,,,,0.0,72972.0,,64276,,,1,1.0,Inactive,,,Discount on specific menu items,0,,,,
73343,417,2021-10-16 17:14:00+00:00,2022-08-02 23:26:30+00:00,2 for 1 on Pizza,,0.0,72091,,73224.0,,,,,Percentage,2021-10-16 19:14:00+00:00,2021-10-26 19:14:00+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73408,417,2021-10-17 15:44:00+00:00,2022-08-02 23:26:30+00:00,2 for 1 on Pizza,,0.0,72091,,73260.0,,,,,Percentage,2021-10-17 17:44:00+00:00,2021-10-27 17:44:00+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73409,417,2021-10-17 15:44:00+00:00,2022-08-02 23:26:59+00:00,2 for 1 on Pizza,,0.0,72091,,73271.0,,,,,Percentage,2021-10-17 17:44:00+00:00,2021-10-27 17:44:00+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73460,417,2021-10-17 19:35:00+00:00,2022-08-02 23:26:59+00:00,2 for 1 on Pizza,,0.0,72091,,73347.0,,,,,Percentage,2021-10-17 21:35:00+00:00,2021-10-27 21:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73493,417,2021-10-18 15:24:00+00:00,2022-08-02 23:26:59+00:00,2 for 1 on Pizza,,0.0,72091,,73390.0,,,,,Percentage,2021-10-18 17:24:00+00:00,2021-10-28 17:24:00+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73495,417,2021-10-18 15:25:00+00:00,2022-08-02 23:26:59+00:00,2 for 1 on Pizza,,0.0,72091,,73377.0,,,,,Percentage,2021-10-18 17:25:00+00:00,2021-10-28 17:25:00+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73506,417,2021-10-18 18:49:00+00:00,2022-08-02 23:26:59+00:00,2 for 1 on Pizza,,0.0,72091,,73414.0,,,,,Percentage,2021-10-18 20:49:00+00:00,2021-10-28 20:49:00+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73507,417,2021-10-18 18:49:00+00:00,2022-08-02 23:26:59+00:00,2 for 1 on Pizza,,0.0,72091,,73424.0,,,,,Percentage,2021-10-18 20:49:00+00:00,2021-10-28 20:49:00+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73510,417,2021-10-18 18:50:00+00:00,2022-08-02 23:26:59+00:00,2 for 1 on Pizza,,0.0,72091,,73434.0,,,,,Percentage,2021-10-18 20:50:00+00:00,2021-10-28 20:50:00+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
73514,417,2021-10-19 13:56:00+00:00,2022-08-02 23:26:59+00:00,2 for 1 on Pizza,,0.0,72091,,73476.0,,,,,Percentage,2021-10-19 15:56:00+00:00,2021-10-29 15:56:00+00:00,,,,,,,,,,,,,,,,,,,,,,100.0,72092.0,,59897,,,1,1.0,Inactive,,,2 for 1 on specific menu items,0,,,,
