place_id,device_serial,device_product,item_id,item_name,order_count
59813,,,60067,Knækbrød,10
59813,,,67188,Salt mandler,7
59813,,,67190,Marinerede oliven,7
59813,,,67192,Rå-marinerede asparges salat,7
59813,,,67194,Fyldte tomater med basilikum-quinoa,14
59813,,,67195,Burger med kartoffelbåde,28
59813,,,67200,Sommersalat med spirer,8
59813,,,67202,Æble kage,7
59813,,,67203,Kokos-chokolade kugle,4
59813,,,67204,Raw gulerodskage,3
59813,,,67206,Søndags-brunch,10
59813,,,67220,"Boblende, fermenteret læskedrik",12
59813,,,67221,Pale Ale,7
59813,,,67223,Ginger Beer 25cl,8
59813,,,67224,Biodynamisk most fra Bellinghus,4
59813,,,67225,Biodynamisk saft fra Voelkel,12
59813,,,67240,Iskaffe,2
59813,,,67292,Unspecified,13
59813,,,67776,Tre Retters Sommer Menu,20
59813,,,67934,Brown Ale,3
59813,,,67943,Biodynamisk saft fra Voekel,5
59813,,,67944,Hjemmelavet golden latte,4
59813,,,67948,Americano,3
59813,,,67950,Café latte,2
59813,,,67951,Cortado,2
59813,,,67954,Korn-latte,3
59813,,,67955,Korn-chino,2
59813,,,68759,Blåbær-smooties,1
59813,,,69021,Melon-agurksuppe med sprøde forårsløg og vandmelon,3
59813,,,69022,Spidskål-wrap,6
59813,,,69611,Rabarber sodavand,4
59813,,,70234,Spinat-kartoffel pandekage,2
59813,,,70238,Raw gulerodskage med solbær coulis,1
59813,,,71188,Svampe-paté med brød,2
59813,,,71190,"Svampe fyldte squash med syltede sherry tomater, friske grønne bønner og hokkaidosauce.",2
59813,,,71191,Bagte blommer med sprød kiks og karameliserede hasselnøddesauce,1
59813,,,73823,Iskugle,1
59821,,,59837,The Classic,8
59821,,,59838,The Rudimental,1
59821,,,59839,The Garden,1
59821,,,59843,The Double,2
59821,,,59859,"San Pelegrino 0,25 l",1
59821,,,59863,"Lemon, lime, Cucumber & Mint  (V,VG)",2
59821,,,59999,The Classic Meal,42
59821,,,60003,Seasoned Fries + Double Dip,2
59821,,,60005,Smokey Barbecue Tofu,1
59821,,,60008,Homemade Burger Sauce,2
59821,,,60009,"Chocolate Shake 0,3 (V,VG)",2
59821,,,60010,"Raspberry Lemonade 0,3l (V, VG)",1
59821,,,60036,The Garden Meal,7
59821,,,60037,The Rudimental Meal,11
59821,,,60708,"Mango Shake 0,3 l (V,VG)",2
59821,,,61329,"The Double Meal (V,VG)",12
59821,,,61533,Unspecified,17
59821,,,61550,"The Real Deal Meal (V,VG)",1
59821,,,61589,The Real Deal (V.VG),2
59881,,,61989,Kylling Combo 1,3
59881,,,62002,Den græske,3
59881,,,62003,Kylling Combo 2,4
59881,,,62006,Den italienske,1
59881,,,62007,Tunmousse,2
59881,,,62008,Kylling og avocado,2
59881,,,62011,Kyllingefilet,2
59881,,,62025,Kyllingelår,3
59881,,,62026,Kyllingevinger,10
59881,,,62027,Kyllingespyd,2
59881,,,62028,Rotisserie kylling,2
59881,,,62029,Kylling Combo 3,3
59881,,,62032,Ovnstegte kartofler,1
59881,,,62036,Flødekartofler,2
59881,,,62040,Lille salat,1
59881,,,62042,Stor salat,1
59881,,,62107,Unspecified,17
59881,,,62232,FROKOST: Sandwich,43
59885,,,62719,Mango Lassi,1
59885,,,62721,"Sodavand 1,5 L.",4
59885,,,62732,"Pappadam (G, V)",1
59885,,,62733,Vegetar Samosa (V),1
59885,,,62736,Fish pakora,2
59885,,,62737,"Onion bhaji rings (G, V)",1
59885,,,62933,Unspecified,3
59889,,,63067,Margherita (V),2
59889,,,63068,Pepperoni,1
59889,,,63071,Francese,1
59889,,,63076,Paesana,1
59889,,,63077,Napoletana,2
59889,,,63079,Quattro formaggi (V),1
59889,,,63081,Bresaola,1
59889,,,63086,Patate & Bacon,1
59889,,,63091,Mantovana,2
59889,,,63092,Contadina,1
59889,,,63180,Kylling,3
59889,,,63182,Parmaskinke,1
59889,,,63454,Unspecified,3
59893,,,79855,Classic burger,28
59893,,,79856,Chicken Burger,16
59897,,,59906,Oliven,21
59897,,,59907,Polenta fritter med mayo,34
59897,,,59908,Nødder,13
59897,,,59909,Humus & brød,11
59897,,,59911,Artichoke,220
59897,,,59912,Broccolien,46
59897,,,59913,Potatos,207
59897,,,59914,Tofuen,44
59897,,,59915,Kejseren,65
59897,,,59916,Mushroom,160
59897,,,59917,Sunny Hawaii,98
59897,,,59918,Kikærten,13
59897,,,59919,Auberginen,45
59897,,,59920,Freestyle,33
59897,,,59921,Umamien,66
59897,,,59922,Den hvide,15
59897,,,59923,Focaccia,4
59897,,,59924,Vilde ris salat,8
59897,,,59927,Sandwich,13
59897,,,59928,Sæsonens suppe,18
59897,,,59929,Squash kage,5
59897,,,59932,Snickerskage,2
59897,,,59933,Cheesecake,3
59897,,,59935,Margarita,13
59897,,,59936,Blue Mojito,19
59897,,,59937,Pink Ginger,19
59897,,,59938,The Basil,7
59897,,,59939,Espresso Martini,6
59897,,,59940,Gin & Tonic,10
59897,,,59941,White Russian,1
59897,,,59942,Dark N Stormy,6
59897,,,59946,Rødvin,12
59897,,,59949,Hvidvin,12
59897,,,59950,Rosé,3
59897,,,59955,Orangevin,4
59897,,,59958,Bobler (cremant),3
59897,,,59960,"Bæst, Fadøl",41
59897,,,59961,"Højsommer, Fadøl",15
59897,,,59962,"Trylledrik, Fadøl",10
59897,,,59963,"Kornmod, Fadøl",9
59897,,,60460,Klassikeren,76
59897,,,60465,Portobello,27
59897,,,60480,Den Store Grillede,44
59897,,,60822,Latte,28
59897,,,61858,Unspecified,20
59897,,,61921,Superjuice,13
59897,,,66633,Espresso,6
59897,,,66634,Cortado,4
59897,,,66635,Varm Chokolade,11
59897,,,66636,Iskaffe,9
59897,,,66637,Americano,9
59897,,,66639,Stawberry Cheesecake,22
59897,,,66640,Cookies,11
59897,,,66641,Snickers Cake,2
59897,,,66642,Squashkage,5
59897,,,66643,Chokomousse,2
59897,,,66644,GLEAN Flødebolle,18
59897,,,66645,Cappuccino,8
59897,,,66646,Chai Latte,6
59897,,,66647,Frisk Mynte Te,16
59897,,,66648,Filter Kaffe,6
59897,,,66664,friskpresset appelsin,88
59897,,,66665,rababerbrus,7
59897,,,66666,"Blanc 1664, 5%",8
59897,,,66668,"Blanc, 1664 Alcohol Fri",4
59897,,,66669,Thy Økologisk Humle,3
59897,,,66670,Økologisk Classic,10
59897,,,66671,Blågards Pilsner,6
59897,,,66672,Økologisk Thy Pilsner,4
59897,,,66673,Stevii Soda,10
59897,,,66674,"Ship full of IPA, Alcholfri",7
59897,,,66675,Økologisk Saft,8
59897,,,66676,Superjuice,46
59897,,,66677,Hjemmelavet Lemonade,27
59897,,,66678,Bomben,6
59897,,,66679,Fritz Kola,19
59897,,,66680,Kombucha,7
59897,,,66681,Vand med brus,19
59897,,,66729,Ukrudt,1
59897,,,66734,"Blågards Pilsner, Fadøl",11
59897,,,66739,Raspberry Beret,20
59897,,,66938,Rodfritter,36
59897,,,66939,"Blanc 1664, 5% Fadøl",17
59897,,,69792,Potato kale pesto,172
59897,,,74154,Kage og kaffe,2
59897,,,80160,Weekend Brunch,10
59897,,,100912,All you can eat - Weekdays,4
59897,,,107789,Margherita,50
59897,,,306789,Unspecified,12
59897,,,5961587,Gavekort,1
59897,,,5969294,Test prod item,3
59897,,,5969295,Prod voucher item,1
59897,,,5981288,LLPOS test,1
59897,,,5988330,Gavekort,6
59897,,,6002284,TEST BURGER,1
59897,,,6002287,MERE MAD MMMMM,1
59897,,,6002288,MERE MAD MMMMM,2
59897,,,6002289,MERE MAD MMMMM,1
59897,,,6002291,TEST3 3 3,1
59897,,,6002292,TEST3 3 3,1
59897,,,6002293,TEST3 3 3,1
59897,,,6002295,ARI TEst,1
59897,,,6002296,TEST with app not responsiv,1
60019,,,65707,Beef tibsi,1
60019,,,65709,Tsebhi Dorho 🌶,3
60019,,,65710,Alicha Tsebhi Dorho,2
60019,,,65713,Hidmona special,3
60019,,,65715,Nay tsom beyaynetu (V),2
60019,,,65721,0.25L,4
60019,,,65727,"Tuborg Classic 4,6% 0,33 l",1
60019,,,65729,St George beer 4.7% 0.33l,3
61448,,,61460,"Vegan fun for 2 (V, VG)",2
61448,,,61463,"Grøntsags duo (V, VG)",1
61448,,,61469,"Pudla (V, VG)",1
61448,,,61472,"Thepla (V, VG)",1
61448,,,61516,Unspecified,13
61448,,,61904,"The Duo Menu (V,VG)",1
61698,,,61725,3 Bao Combo,12
61698,,,61726,Vegetar Combo (V),4
61698,,,61734,Bulgogi Beef Bao,1
61698,,,61740,Morsel Signature Noodle Bowl (V),3
61698,,,61746,Fried Chicken Rice Bowl,5
61698,,,61747,Teriyaki Duck Rice Bowl,1
61698,,,61750,Golden Wonton (3 stk),1
61698,,,61752,Gyoza (6 stk),1
61698,,,61754,Shrimp Tempura (3 stk),1
61698,,,61756,Morsel Nuggets (6 stk),1
61698,,,61805,Unspecified,17
61698,,,61835,3 Course Menu,4
61900,,,62306,Papadum (3 stk.),5
61900,,,62307,Samosa (2 stk.),1
61900,,,62308,Chicken pakora (4 stk.),1
61900,,,62311,Chicken chat,1
61900,,,62312,Shrimp chat,1
61900,,,62318,Seekh kebab,1
61900,,,62330,Paneer chana masala,1
61900,,,62334,Bhindi masala,1
61900,,,62335,Palak paneer,5
61900,,,62336,Butter paneer,1
61900,,,62337,Bhangan bharta,1
61900,,,62344,Chicken channa,1
61900,,,62384,Rice pulao,2
61900,,,62385,Chana pulao,2
61900,,,62860,Unspecified,6
63122,,,63127,Margherita (V),2
63122,,,63131,Pepperoni,7
63122,,,63132,Prosciutto,4
63122,,,63133,Capricciosa,1
63122,,,63134,Francese,2
63122,,,63136,Bolognese,2
63122,,,63137,Genovese (V),2
63122,,,63139,Paesana,1
63122,,,63142,Quattro formaggi (V),1
63122,,,63145,Tonno,2
63122,,,63148,Salsiccia,2
63122,,,63149,Tartufo (V),1
63122,,,63151,Bufala (V),1
63122,,,63679,Unspecified,24
64276,,,64283,Zula Speciel,3208
64276,,,64284,Hamli Bsega,396
64276,,,64285,Tebsi,888
64276,,,64286,Zegeni,284
64276,,,64287,Derho,914
64276,,,64288,Zelzel Tebsi,586
64276,,,64289,Bozena Shiro,89
64276,,,64290,Fetfet Zegni,84
64276,,,64291,Vegetarisk kombination (V),2229
64276,,,64292,Shiro (V),132
64276,,,64293,Temtemo (V),245
64276,,,64294,Fetfet (V),257
64276,,,64295,Husets vin flaske,204
64276,,,64296,Afrikansk Øl,3116
64276,,,64297,Øl,8
64276,,,64298,Sodavand,2336
64276,,,64299,Vand,2075
64276,,,64300,Kaffe,80
64276,,,64353,Unspecified,1
64276,,,69333,Huset Vin Glas,600
64276,,,79982,Test,3
64276,,,81685,Abizar,177
64276,,,306807,Unspecified,1
64276,,,5966446,Waffle rice,1
64643,,,64648,Milk & honey,1
64643,,,64654,Espresso,1
64643,,,64660,Filter coffee,1
64643,,,64661,Flat White,4
64643,,,64682,Hot chocolate,1
64643,,,64693,Organic juice,1
64643,,,64707,Daily Greens - Fresh Juice,3
64643,,,64709,Vitaliser - Fresh Juice,3
64643,,,64710,Veggie Breakfast (V),1
64643,,,64711,Traditional English Breakfast,7
64643,,,64724,Croissant,3
64643,,,64725,Toast/roll w. butter & jam or cheese,1
64643,,,64727,Avo & Eggs (V),1
64643,,,64728,Oatmeal Bowl (V),1
64643,,,64730,Acai Bowl (V),2
64643,,,64732,Create your own plate - 3 items,1
64643,,,64733,Create your own plate - 5 items,1
64643,,,64760,Chilli Bean Wrap (V),1
64643,,,64764,Quesadilla (V),1
64643,,,64770,Club Sandwich,1
64643,,,64781,Pasta Bolognese,1
64643,,,64782,Fries,1
64643,,,64811,Unspecified,1
65335,,,65344,Fiber Active,1
65335,,,65372,Lemon with Milk,2
65417,,,65422,Miso suppe with tofu,74
65417,,,65423,Edamame beans with salt,75
65417,,,65426,Kakiyaki,44
65417,,,65427,Spring rolls,85
65417,,,65428,Seaweed salad,55
65417,,,65429,Tempura shrimp,92
65417,,,65430,Gyoza Dumplings,66
65417,,,65435,Sashimi salmon,68
65417,,,65436,Sashimi tuna,45
65417,,,65437,Sashimi laksecarpaccio,1
65417,,,65438,Sashimi mix 18 stk,1
65417,,,65440,Salmon,49
65417,,,65443,Grilled salmon,85
65417,,,65446,Salmon with garlic,33
65417,,,65447,Tuna,30
65417,,,65452,Grilled tuna,33
65417,,,65453,Salmon with avocado,30
65417,,,65454,Shrimp,20
65417,,,65455,Tofu,7
65417,,,65456,Avocado,7
65417,,,65461,Ricepaper Crispy Shrimp (6 pcs),26
65417,,,65462,Ricepaper Chicken (6 pcs),8
65417,,,65463,Ricepaper Crayfish (6 pcs),10
65417,,,65464,Ricepaper Salmon (6 pcs),9
65417,,,65465,Ricepaper Tofu (6 pcs),3
65417,,,65466,Ricepaper Asparagus (6 pcs),2
65417,,,65468,Hosomaki Tuna,13
65417,,,65469,Hosomaki Salmon,18
65417,,,65470,Hosomaki Shrimp,4
65417,,,65471,Hosomaki Cucumber,7
65417,,,65472,Hosomaki Avocado,16
65417,,,65473,Hosomaki Mango,7
65417,,,65475,California,32
65417,,,65476,Spicy Salmon,38
65417,,,65477,Spicy Tuna,30
65417,,,65478,Spicy Shrimp,16
65417,,,65479,Crispy Shrimp,37
65417,,,65480,Crispy Chicken,18
65417,,,65481,Vegi Roll,5
65417,,,65482,Alaska,32
65417,,,65483,Super California,22
65417,,,65484,Hawaii,10
65417,,,65485,Rock roll,18
65417,,,65487,Rainbow,32
65417,,,65488,Hell's kitchen,33
65417,,,65489,Crispy Deluxe,69
65417,,,65490,Grillet Dragon,55
65417,,,65492,Summer,3
65417,,,65493,Green roll,13
65417,,,65494,Sunrise Roll,28
65417,,,65495,Hana Roll,4
65417,,,65496,Kylling Deluxe,14
65417,,,65498,California,8
65417,,,65502,Salmon,2
65417,,,65511,Tuna,4
65417,,,65512,Shrimp,1
65417,,,65513,Tempura Shrimp,15
65417,,,65514,Tempura Chicken,2
65417,,,65515,Softshell Krabbe,1
65417,,,65519,Dynamite Salmon,7
65417,,,65520,Dynamite Tuna,2
65417,,,65521,Ebi Gold,14
65417,,,65522,Asparges,1
65417,,,65523,Vegetar,2
65417,,,65533,Salmon,29
65417,,,65534,Chicken,27
65417,,,65535,Chicken meatballs,30
65417,,,65543,Soya,24
65417,,,65544,Gomadressing,14
65417,,,65545,Ginger,31
65417,,,65546,Chili mayo,36
65417,,,65547,Wasabi,30
65417,,,65600,Take away bag,1
65417,,,84013,Grilled Salmon,1
65417,,,84363,Weekdays: All you can eat,126
65417,,,84366,Weekends: All you can eat,55
65417,,,84369,Kids : All you can eat,12
65417,,,84389,La Cuvée de Ropiteau (Rosé),6
65417,,,84482,Sapporo,21
65417,,,84484,Kinrin Ichiban (33 cl.),11
65417,,,84485,Asahi Super Dry (33 cl.),16
65417,,,84486,Tuborg Classic (40 cl.),5
65417,,,84487,Tuborg Alm. (75 cl.),1
65417,,,84489,Ramune Soda (20 cl.),5
65417,,,84500,Domaine La Colombe (Rosé),1
65417,,,84501,André Monte Chardonnay (White),7
65417,,,84502,Bongani Chardonnay (White),4
65417,,,84503,Sauvignon Blanc (White),7
65417,,,84504,Cool Woods Pinot Gris (White),3
65417,,,84505,"Pinot Grigio, Kaltern (White)",1
65417,,,84649,"Organic Juices (27,5 cl)",2
65417,,,84655,Soda (33 cl.),51
65417,,,84661,Sparkling Water (50 cl.),19
65417,,,84673,Tea,6
65417,,,84674,Filter Coffee,1
65417,,,84675,Tap Water (per person),65
65417,,,84680,Grüner Veltliner (White),2
65417,,,84681,Riesling (White),3
65417,,,84683,Pinot Noir (Red),3
65417,,,87612,Tuna with mango,9
65417,,,87614,Tofu with avocado,3
65417,,,87615,Tofu with seaweed salad,3
65417,,,87616,Mango,7
65417,,,87617,Cucumber,3
65417,,,87618,Asparagus,3
65417,,,87619,Guncan with salmon,11
65417,,,87620,Guncan with tuna,6
65417,,,87621,Guncan with trout roe,6
65417,,,87628,Rice paper tuna (6 pcs),3
65417,,,87630,Hosomaki Asparagus,1
65417,,,87631,Hosomaki Salmon with Coriander,3
65417,,,87632,Hosomaki Salmon with Avocado,7
65417,,,87633,Hosomaki Salmon with spring onion,4
65417,,,87634,Hosomaki Salmon with Garlic,3
65417,,,87635,Kakiyaki roll,11
65417,,,88026,Ginger ice-cream,8
65417,,,88027,Green Tea ice-cream,2
65417,,,88028,Creme Brulee,4
65417,,,88029,Sweet chilli,3
65417,,,88030,Eel sauce,6
65417,,,88033,New York,4
65734,,,65748,Crispy Chick,2
65734,,,65753,Plain Chick,5
65734,,,65754,Main Chick,1
65734,,,65755,Cravin' Chick,2
65734,,,65759,Single Chick,1
65734,,,65762,Nasty Chick,3
65734,,,65764,Chicks in a Bucket,1
65734,,,65765,Burger Chick menu,3
65734,,,65766,All Of Me Chick,1
65734,,,65774,Dips,1
65734,,,65775,Hot Wings,1
65734,,,65779,Pomfritter,1
65734,,,65799,33cl Dåse,1
65734,,,66002,Unspecified,11
65734,,,306819,Unspecified,2
67388,,,67396,Oreo,1
67388,,,67409,Donutboks (6 stk),1
67388,,,67753,"1× Søbogaard Hyldeblomst 0,25 l",1
67388,,,67810,Unspecified,1
67521,,,67529,Hel grillkylling,1
67521,,,67534,MK Toasted Durum menu,1
67521,,,67567,Hjemmelavet pita menu,2
67521,,,67570,Hjemmelavet pita,1
67521,,,67574,Sandwich menu,2
67521,,,67578,MK Sandwich,2
67521,,,67628,Hjemmelavet hummus,1
67521,,,67633,"Coca Cola 0,33 l",1
67521,,,69634,Unspecified,4
78180,,,78223,Labne m. zattar,2
78180,,,78228,Falafel,1
84073,,,84089,Curly Burger Menu,26
84073,,,84095,Klassisk Tyksak,20
84073,,,84096,Svinelækker,5
84073,,,84097,Ostebomben,11
84073,,,84098,Den Ultimative,6
84073,,,84106,Curly Fritter,5
84073,,,84107,Søde Fritter,3
84073,,,84568,TWS X Curly,2
84073,,,84575,Børnemenu,3
84073,,,84594,Børneburger,1
84073,,,84603,Børnefritter,3
84073,,,84638,Pepsi,4
84073,,,84639,Pepsi Max,2
84073,,,84640,Faxe Kondi,2
84073,,,84641,Faxe Kondi Free,2
84073,,,84642,Kildevand,4
94025,,,94512,Espresso,1320
94025,,,94521,Latte,5931
94025,,,94522,Small Latte,593
94025,,,94523,Cappuccino,6613
94025,,,94524,Flat white,2199
94025,,,94525,Chai Latte,1520
94025,,,94526,Mocha,536
94025,,,94527,Dirty Chai,469
94025,,,94528,Latte Macchiato,451
94025,,,94529,Espresso Macchiato,120
94025,,,94530,Hot chocolate,1196
94025,,,94531,Tea,1715
94025,,,94532,O,167
94025,,,94533,Extra shot coffee,143
94025,,,94534,Iced latte,2258
94025,,,94535,"Bread, butter and cheese",1221
94025,,,94536,"Bread, vegan butter and vegan cheese",159
94025,,,94537,"Bread, butter and avocado",573
94025,,,94538,"Bread, butter and scrambled eggs bacon",2614
94025,,,94539,Pancake set,2020
94025,,,94540,"Yogurt, granola, jam and berries",1004
94025,,,94541,"Vegan yogurt, granola, jam and berries",328
94025,,,94542,Healthy  Start Breakfast,2072
94025,,,94543,Luxury Brunch,999
94025,,,94544,Vegan Luxury Brunch,377
94025,,,94545,Oyster Hats mushroom sandwich 🌱,1186
94025,,,94546,Salmon sandwich,1320
94025,,,94547,Chicken sandwich,1763
94025,,,94548,Tofu sandwich 🌱,850
94025,,,94549,Oyster hats mushroom salad🌱,215
94025,,,94550,Salmon salad,222
94025,,,94551,Chicken salad,351
94025,,,94552,Tofu salad 🌱,188
94025,,,94553,cookie - dark,610
94025,,,94555,Muffin chocolate,681
94025,,,94557,Croissant butter,3118
94025,,,94558,Walnut tart,156
94025,,,94559,Chocolate Cake,109
94025,,,94560,Toburge,142
94025,,,94562,Heineken (non-alcoholic),1
94025,,,94563,Heineken (4.6%),25
94025,,,94566,364 Veteranprojekt (Pilsner beer),6
94025,,,94567,Reclaim Madness (IPA 4.3%) beer,7
94025,,,94569,Oats of Disobedience (5.3%),9
94025,,,94570,Cola-Cola Zero,503
94025,,,94571,Cola-Cola Original,517
94025,,,94572,Vitamin well refresh,66
94025,,,94573,Vitamin well boost,191
94025,,,94574,Vitamin well upgrade,76
94025,,,94575,Mineral water,954
94025,,,94577,Vegan Healthy Start Breakfast,308
94025,,,94580,The Joe,854
94025,,,94581,Always,336
94025,,,94582,Clear Vision,612
94025,,,94583,Sport,728
94025,,,94584,Morning Glory,556
94025,,,94585,Power Shake,776
94025,,,94586,Morning Shake,249
94025,,,94587,Tiger Shake,71
94025,,,94843,Cake of the day,5
94025,,,94844,Cappuccino &amp; Croissant,35
94025,,,94846,Croissant Box,11
94025,,,94847,Muffin Box,7
94025,,,94966,Iced Chai latte,174
94025,,,94967,Orange Juice,754
94025,,,94968,Apple Juice,120
94025,,,95473,Cookie light - hazelnut & dark chocolate,864
94025,,,95474,Muffin blueberry,945
94025,,,95475,Berry red cake 🍰,556
94025,,,95476,Strawberry cake,93
94025,,,95477,Strawberry cake,358
94025,,,95478,Key Lime cheesecake,214
94025,,,95479,Cheesecake & Coffee,9
94025,,,95496,Americano,6064
94025,,,96005,Cortado,1445
94025,,,96079,"Nature beauty( beetroot, Lime, Ginger, Apple)",374
94025,,,97016,Napoli,401
94025,,,97255,Tuborg Grøn,9
94025,,,97256,Vitamin Well Recover,109
94025,,,98803,Ice Mocha Latte,170
94025,,,99669,Iced Oreo coffee latte,203
94025,,,100877,Triple chocolate cake,249
94025,,,104869,Draft Beer 1664. Large,99
94025,,,104870,Beer 166,48
94025,,,104903,Draft beer tuborg classic—- Large,168
94025,,,104905,Draft beer Tuborg classic— small,57
94025,,,106252,Budweiser,7
94025,,,107097,American Pie,211
94025,,,108381,Vegan cheesecake 🌱,329
94025,,,115492,Vegan  berry  cake🌱,234
94025,,,117871,4 Draft beer Large (happy hours),2
94025,,,123540,Honey cake,168
94025,,,128481,Mojito,7
94025,,,128492,Taquila sunrise,28
94025,,,128493,CubaLibre,13
94025,,,128494,Sex on the beach,29
94025,,,128495,Moscow Mule,20
94025,,,132429,4 Draft beer small ( happy hour),2
94025,,,144451,Strawberry Coco cheesecake 😋,82
94025,,,214783,N,12
94025,,,216015,Extra avocado,36
94025,,,216016,Extra butter or Jam,52
94025,,,216017,Extra cheese,29
94025,,,217154,Extra bacon( 1 pcs),36
94025,,,229725,Chips,13
94025,,,253235,Carlsberg,54
94025,,,282136,Cookies cheesecake,33
94025,,,298817,Iced coffee,271
94025,,,306875,Unspecified,272
94025,,,330462,Danish water ( sprinkles water),209
94025,,,330463,Iced chocolate milk,33
94025,,,391000,Tuborg classic non-alcoholic,1
94025,,,5936053,None alcoholic beer,8
96657,,,96710,Marinerede kødstrimler,1
96657,,,96715,Børnepizza,1
96657,,,96720,Margherita,6
96657,,,96724,Armando,1
96657,,,96737,Matador (halv indbagt),1
96657,,,96741,Salami Speciale,1
102096,,,104211,All you can eat - Man-Tors,19
102096,,,104214,All you can eat - Børn Man-Tor (under 10 år),1
102096,,,104217,Edamame bønner,28
102096,,,104218,Spicy Edamame bønner,15
102096,,,104219,Kimchee,13
102096,,,104220,Tangsalat,7
102096,,,104221,Old,3
102096,,,104222,Old,1
102096,,,104226,Avocado nigiri,3
102096,,,104234,Tun nigiri,1
102096,,,104241,Agurk hosomaki,1
102096,,,104242,Avocado hosomaki,1
102096,,,104243,Laks hosomaki,1
102096,,,104249,Tun hosomaki,1
102096,,,104272,Rainbow,1
102096,,,104273,Asparges Deluxe,1
102096,,,104289,Big California futomaki,1
102096,,,104312,Old,1
102096,,,104314,Old,1
102096,,,104316,Old,2
102096,,,104317,Old,1
102096,,,104337,Sort kaffe,1
102096,,,104338,Caffe Latte,1
102096,,,306887,Unspecified,1
106493,,,107531,The Legend,422
106493,,,107532,Rumble in Jungle,413
106493,,,107533,Let’s rumble,216
106493,,,107534,Chicken shuffle,179
106493,,,107535,The Legend Menu,323
106493,,,107536,Fries,346
106493,,,107537,Chicken Sticks (3pcs),76
106493,,,107538,Chicken Nuggets (5pcs),163
106493,,,108238,Rumble in Jungle Menu,552
106493,,,108239,Let’s rumble menu,311
106493,,,108240,Chicken shuffle Menu,175
106493,,,108242,Soda (33 cl.),125
106493,,,125215,Beyond veggie patty,1
106493,,,125647,Mayo,196
106493,,,125648,Chilli mayo,251
106493,,,125649,Ketchup,72
106493,,,125650,Jungle dip,118
106493,,,125651,Water,34
106493,,,127168,Junior menu,48
106493,,,132146,Patty,20
106493,,,132150,Patty,5
106493,,,150084,Lunch offer,154
106493,,,150130,Hit and run,154
106493,,,152963,Extra,32
106493,,,172097,Beer,2
106493,,,178332,Chill tops,7
106493,,,306889,Unspecified,4
106617,,,106631,Chai Latte,190
106617,,,106632,Hot Chocolate,278
106617,,,106633,Tea,157
106617,,,106634,Café Latte,1024
106617,,,106635,Ice Latte,524
106617,,,106636,Cappuccino,864
106617,,,106637,Flat white,199
106617,,,106638,Cortado,260
106617,,,106639,Macchiato,97
106617,,,106640,Espresso,353
106617,,,106646,Lemon Lime Sunshine,171
106617,,,106647,Passion Fruit Fiesta soda,196
106617,,,106648,Raspberry Rhapsody soda,143
106617,,,106649,Botanical Tonic soda,42
106617,,,106650,Soda water,233
106617,,,106651,Aperol Spritz,392
106617,,,106652,Irish coffee,105
106617,,,106653,Gin & Tonic,94
106617,,,106654,Rom & Coke,44
106617,,,106655,Lumumba - warm,40
106617,,,106660,Bailey's on ice,44
106617,,,106661,Jägermeister - Gl. Dansk - Spiritus,72
106617,,,106662,Ekstra Spiritus,29
106617,,,106667,Schumacher's Citrus,12
106617,,,106668,Rhubarb gin & tonic,199
106617,,,106669,Citrus gin & tonic,66
106617,,,106670,Herbal gin & tonic,51
106617,,,106671,Mjøonic,65
106617,,,106672,Ginver,82
106617,,,106673,Akvel,4
106617,,,106674,French house wine - glass,1065
106617,,,106675,French house wine - bottle,33
106617,,,106676,Italian perly Frizante - glass,153
106617,,,106677,IPA - 6%,359
106617,,,106678,Brown Ale - 5.5%,220
106617,,,106679,Witbeer - 4.7%,165
106617,,,106680,Sour Beer with raspberry - 3.0%,111
106617,,,106685,Pilsner - small,534
106617,,,106686,Pilsner - medium,1466
106617,,,106828,Pilsner - large,758
106617,,,106829,Classic - small,419
106617,,,106830,Classic - medium,1284
106617,,,106831,Classic - large,832
106617,,,106832,Schumacher's Porse,14
106617,,,106833,Schumacher's Spruce,3
106617,,,106834,Whisky Cola,5
106617,,,106840,Rhubarb Heaven lemonade,112
106617,,,106841,Elderflower Dream,164
106617,,,106842,Ginger Kiss lemonade,82
106617,,,107581,Garbolund White wine - bottle,1
106617,,,107582,Garbolund Rosé wine - bottle,1
106617,,,107583,Garbolund White wine - glass,15
106617,,,107584,Garbolund Rosé wine - glass,32
106617,,,107585,Vermouth - glass,15
106617,,,107586,Garbolund Orange wine - bottle,3
106617,,,107587,Garbolund Orange wine - glass,35
106617,,,107632,Americano,661
106617,,,107751,Morgenkaffe,812
106617,,,112746,London Dry gin & tonic,28
106617,,,112747,Coca Cola,464
106617,,,115438,Vand,139
106617,,,116791,Nordic 0%,41
106617,,,116792,Chips,120
106617,,,116793,Smørrebrød,1
106617,,,211856,"Nordic Witbier, 5,2% vol",1
106617,,,211857,"Monster imperial Stout - 12,5% vol",1
106617,,,211858,"Bolette, lys belgisk øl - 7,5% vol",2
106617,,,211865,"Broder tuck, belgisk Mørk Ale - 8% vol",1
106617,,,211878,"Imperial Honey IPA, DIPA - 8% vol",3
106617,,,211879,"Dark Lager, mørk lager øl - 4,1% vol",1
106617,,,211884,Honduras Capucas - 500 g,1
106617,,,211893,"Rhubarb Gin, 50 cl - 32% vol",1
106617,,,214563,Kaffestænger,1
106617,,,214564,Lakridskys,1
106617,,,214598,"My taste, Rødvin, rondo 2010",1
114722,,,114886,"""Classic""",141
