id,user_id,created,updated,place_id,status,type
76211,417,2021-11-08 10:47:10+00:00,2022-08-02 23:31:12+00:00,59897,Inactive,2 for 1 on specific menu items
76212,417,2021-11-08 10:47:10+00:00,2022-08-02 23:31:47+00:00,59897,Inactive,2 for 1 on specific menu items
76213,417,2021-11-08 10:47:10+00:00,2022-08-02 23:31:47+00:00,59897,Inactive,2 for 1 on specific menu items
76228,417,2021-11-08 10:47:11+00:00,2022-08-02 23:31:47+00:00,59897,Inactive,2 for 1 on specific menu items
76232,417,2021-11-08 10:47:12+00:00,2022-08-02 23:31:47+00:00,59897,Inactive,2 for 1 on specific menu items
76239,417,2021-11-08 10:47:12+00:00,2022-08-02 23:31:47+00:00,59897,Inactive,2 for 1 on specific menu items
76242,417,2021-11-08 10:47:12+00:00,2022-08-02 23:31:47+00:00,59897,Inactive,2 for 1 on specific menu items
76249,417,2021-11-08 10:47:13+00:00,2022-08-02 23:31:47+00:00,59897,Inactive,2 for 1 on specific menu items
76252,417,2021-11-08 10:47:13+00:00,2022-08-02 23:31:47+00:00,59897,Inactive,2 for 1 on specific menu items
76259,417,2021-11-08 10:47:14+00:00,2022-08-02 23:31:47+00:00,59897,Inactive,2 for 1 on specific menu items
76263,417,2021-11-08 10:47:14+00:00,2022-08-02 23:31:47+00:00,59897,Inactive,2 for 1 on specific menu items
76268,417,2021-11-08 10:47:15+00:00,2022-08-02 23:32:23+00:00,59897,Inactive,2 for 1 on specific menu items
76273,417,2021-11-08 10:47:15+00:00,2022-08-02 23:32:23+00:00,59897,Inactive,2 for 1 on specific menu items
76277,417,2021-11-08 10:47:15+00:00,2022-08-02 23:32:23+00:00,59897,Inactive,2 for 1 on specific menu items
76282,417,2021-11-08 10:47:16+00:00,2022-08-02 23:32:23+00:00,59897,Inactive,2 for 1 on specific menu items
76289,417,2021-11-08 10:47:16+00:00,2022-08-02 23:32:23+00:00,59897,Inactive,2 for 1 on specific menu items
76292,417,2021-11-08 10:47:17+00:00,2022-08-02 23:32:23+00:00,59897,Inactive,2 for 1 on specific menu items
76295,417,2021-11-08 10:47:17+00:00,2022-08-02 23:32:23+00:00,59897,Inactive,2 for 1 on specific menu items
76303,417,2021-11-08 10:47:17+00:00,2022-08-02 23:32:23+00:00,59897,Inactive,2 for 1 on specific menu items
76309,417,2021-11-08 10:47:18+00:00,2022-08-02 23:32:23+00:00,59897,Inactive,2 for 1 on specific menu items
76313,417,2021-11-08 10:47:18+00:00,2022-08-02 23:32:23+00:00,59897,Inactive,2 for 1 on specific menu items
76319,417,2021-11-08 10:47:19+00:00,2022-08-02 23:32:59+00:00,59897,Inactive,2 for 1 on specific menu items
76324,417,2021-11-08 10:47:19+00:00,2022-08-02 23:32:59+00:00,59897,Inactive,2 for 1 on specific menu items
76328,417,2021-11-08 10:47:20+00:00,2022-08-02 23:32:59+00:00,59897,Inactive,2 for 1 on specific menu items
76333,417,2021-11-08 10:47:20+00:00,2022-08-02 23:32:59+00:00,59897,Inactive,2 for 1 on specific menu items
76337,417,2021-11-08 10:47:20+00:00,2022-08-02 23:32:59+00:00,59897,Inactive,2 for 1 on specific menu items
76343,417,2021-11-08 10:47:21+00:00,2022-08-02 23:32:59+00:00,59897,Inactive,2 for 1 on specific menu items
76349,417,2021-11-08 10:47:21+00:00,2022-08-02 23:32:59+00:00,59897,Inactive,2 for 1 on specific menu items
76369,417,2021-11-08 10:47:23+00:00,2022-08-02 23:32:59+00:00,59897,Inactive,2 for 1 on specific menu items
76427,417,2021-11-08 10:47:28+00:00,2022-08-02 23:32:59+00:00,59897,Inactive,2 for 1 on specific menu items
76443,417,2021-11-08 10:47:29+00:00,2022-08-02 23:32:59+00:00,59897,Inactive,2 for 1 on specific menu items
76454,417,2021-11-08 10:47:30+00:00,2022-08-02 23:33:37+00:00,59897,Inactive,2 for 1 on specific menu items
76464,417,2021-11-08 10:47:31+00:00,2022-08-02 23:33:37+00:00,59897,Inactive,2 for 1 on specific menu items
76506,417,2021-11-08 10:47:34+00:00,2022-08-02 23:33:37+00:00,59897,Inactive,2 for 1 on specific menu items
76540,417,2021-11-08 10:47:37+00:00,2022-08-02 23:33:37+00:00,59897,Inactive,2 for 1 on specific menu items
76565,417,2021-11-08 10:47:39+00:00,2022-08-02 23:33:37+00:00,59897,Inactive,2 for 1 on specific menu items
76580,417,2021-11-08 10:47:40+00:00,2022-08-02 23:33:37+00:00,59897,Inactive,2 for 1 on specific menu items
76594,417,2021-11-08 10:47:41+00:00,2022-08-02 23:33:37+00:00,59897,Inactive,2 for 1 on specific menu items
76603,417,2021-11-08 10:47:42+00:00,2022-08-02 23:33:37+00:00,59897,Inactive,2 for 1 on specific menu items
76614,417,2021-11-08 10:47:43+00:00,2022-08-02 23:33:37+00:00,59897,Inactive,2 for 1 on specific menu items
76631,417,2021-11-08 10:47:44+00:00,2022-08-02 23:33:37+00:00,59897,Inactive,2 for 1 on specific menu items
76640,417,2021-11-08 10:47:45+00:00,2022-08-02 23:34:14+00:00,59897,Inactive,2 for 1 on specific menu items
76653,417,2021-11-08 10:47:46+00:00,2022-08-02 23:34:14+00:00,59897,Inactive,2 for 1 on specific menu items
76664,417,2021-11-08 10:47:47+00:00,2022-08-02 23:34:14+00:00,59897,Inactive,2 for 1 on specific menu items
76690,417,2021-11-08 10:47:49+00:00,2022-08-02 23:34:14+00:00,59897,Inactive,2 for 1 on specific menu items
76703,417,2021-11-08 10:47:50+00:00,2022-08-02 23:34:14+00:00,59897,Inactive,2 for 1 on specific menu items
76728,417,2021-11-08 10:47:52+00:00,2022-08-02 23:34:14+00:00,59897,Inactive,2 for 1 on specific menu items
76754,417,2021-11-08 10:47:54+00:00,2022-08-02 23:34:14+00:00,59897,Inactive,2 for 1 on specific menu items
76768,417,2021-11-08 10:47:55+00:00,2022-08-02 23:34:14+00:00,59897,Inactive,2 for 1 on specific menu items
76780,417,2021-11-08 10:47:56+00:00,2022-08-02 23:34:14+00:00,59897,Inactive,2 for 1 on specific menu items
76798,417,2021-11-08 10:47:58+00:00,2022-08-02 23:34:14+00:00,59897,Inactive,2 for 1 on specific menu items
76819,417,2021-11-08 10:47:59+00:00,2022-08-02 23:34:51+00:00,59897,Inactive,2 for 1 on specific menu items
76821,417,2021-11-08 10:48:00+00:00,2022-08-02 23:34:51+00:00,59897,Inactive,2 for 1 on specific menu items
76872,417,2021-11-08 10:48:11+00:00,2022-08-02 23:34:51+00:00,59897,Inactive,2 for 1 on specific menu items
76874,417,2021-11-08 10:48:11+00:00,2022-08-02 23:34:51+00:00,59897,Inactive,2 for 1 on specific menu items
76875,417,2021-11-08 10:48:11+00:00,2022-08-02 23:34:51+00:00,59897,Inactive,2 for 1 on specific menu items
76877,417,2021-11-08 10:48:11+00:00,2022-08-02 23:34:51+00:00,59897,Inactive,2 for 1 on specific menu items
76880,417,2021-11-08 10:48:12+00:00,2022-08-02 23:34:51+00:00,59897,Inactive,2 for 1 on specific menu items
76887,417,2021-11-08 10:48:13+00:00,2022-08-02 23:34:51+00:00,59897,Inactive,2 for 1 on specific menu items
76889,417,2021-11-08 10:48:14+00:00,2022-08-02 23:34:51+00:00,59897,Inactive,2 for 1 on specific menu items
76893,417,2021-11-08 10:48:15+00:00,2022-08-02 23:34:51+00:00,59897,Inactive,2 for 1 on specific menu items
