"id","user_id","created","updated","end_date_time","start_date_time","place_id","points","redemptions"
61628,423,1614960382,1615136541,1615248000,1614902400,,150,
61922,423,1615559087,1637324088,1640822400,1615420800,59897,200,
61940,423,1615564762,1622661882,1640908800,1615420800,,300,
63306,423,1617184682,1619715679,1640908800,1617148800,,200,
63379,417,1617265478,1619514716,1640908800,1617235200,,200,
63493,417,1617317111,1617317111,1640908800,1617235200,,200,
