"id","user_id","created","updated","place_id","status","type"
78790,1372,1639483201,1659483837,64276,Inactive,Discount on total bill
78791,1372,1639483201,1659483837,64276,Inactive,Discount on total bill
78804,417,1639569600,1659483837,59897,Inactive,"2 for 1 on specific menu items"
78895,1372,1639656001,1659483837,64276,Inactive,Discount on total bill
78896,1372,1639656001,1659483837,64276,Inactive,Discount on total bill
78897,417,1639656001,1659483837,59897,Inactive,"2 for 1 on specific menu items"
78898,1372,1639656001,1659483837,64276,Inactive,Discount on total bill
78899,417,1639656001,1659483837,59897,Inactive,"2 for 1 on specific menu items"
78905,417,1639667101,1659483837,59897,Inactive,"2 for 1 on specific menu items"
78939,417,1639680000,1659483861,59897,Inactive,"2 for 1 on specific menu items"
78994,1372,1639828801,1659483861,64276,Inactive,Discount on total bill
